n,m,C,S
32,2,1.1503644190251e-08,-2.87305890963426e-09
32,3,-4.17953125247504e-10,3.74043060547074e-09
32,4,1.97383573553516e-09,-7.3048032246305e-09
32,5,9.6337412213752e-09,1.27970514034257e-09
32,6,-1.11871751278545e-08,-8.39388197443387e-09
32,7,1.04620788654485e-09,4.45271101337549e-09
32,8,1.34394490080056e-08,7.28332094092483e-09
32,9,5.47673349465457e-09,-1.48470685632571e-09
32,10,-1.41742421043437e-09,-4.99024985460609e-09
32,11,-3.52769891921604e-09,7.91325253076825e-09
32,12,-1.70810839891226e-08,1.37415162584771e-08
32,13,4.137972240288e-09,4.77745965332438e-09
32,14,-5.53224409229261e-09,1.96084765470841e-09
32,15,4.83785870438799e-09,-8.41806231375184e-09
32,16,3.73806031382141e-09,3.87318855870615e-09
32,17,-6.50749860066422e-09,1.00851760828723e-08
32,18,1.30243043474967e-08,-1.7670795922941e-09
32,19,7.00643615011062e-10,-2.87306042964239e-09
32,20,2.96547010681218e-09,-1.33451032844611e-10
32,21,-2.38236913078432e-09,1.16966902624541e-08
32,22,-1.22769417748446e-08,-2.36403591261502e-09
32,23,7.6661240260241e-09,-2.50492610742219e-09
32,24,-3.74906075925022e-09,1.44487792042784e-10
32,25,-1.93382683967384e-08,-5.80498325227931e-09
32,26,5.36463681492479e-09,-3.83113313346909e-09
32,27,-5.05614981629186e-09,-6.70069855588556e-09
32,28,1.5805804807671e-09,-5.70090152057357e-09
32,29,3.74728957028376e-09,2.99601618668946e-09
32,30,-6.91906932227839e-09,1.33793233421533e-09
32,31,-6.09195377570215e-09,-2.91695326570828e-10
32,32,3.48150938968256e-09,1.26314064033314e-09
33,0,-3.63430393887321e-09,0.0
33,1,-1.75121049274058e-09,-3.89034424017715e-09
33,2,-6.05634773424752e-09,2.32368278791745e-09
33,3,-3.91263297693042e-10,6.15782393955306e-09
33,4,-6.40637500906537e-09,5.08836894821858e-09
33,5,-3.25051577846993e-10,4.27752173938724e-09
33,6,5.14237158663707e-10,-2.60114840045132e-09
33,7,-3.73548132953532e-09,7.37833391330471e-10
33,8,-4.00101556769684e-09,1.50821539525722e-08
33,9,5.24111342908871e-09,1.09869474051027e-08
33,10,-1.60709897804302e-09,1.14536344835036e-09
33,11,2.05062698826874e-09,-6.68144696748752e-09
33,12,-1.0014007936979e-09,9.69327042397545e-09
33,13,2.05957421461418e-09,2.97495474242113e-09
33,14,4.8821477380053e-09,5.64926636616935e-09
33,15,-4.61485064317991e-09,-3.47293022173964e-09
33,16,6.75905270350001e-09,5.60693479352083e-09
33,17,-5.18552701587806e-09,1.23482740131989e-08
33,18,-1.02424931064205e-08,-2.9453010097892e-09
33,19,8.00904982532776e-09,2.2809582916371e-09
33,20,-3.54628323860196e-09,-8.45292180292602e-09
33,21,8.10318691975669e-10,2.38011591616584e-10
33,22,-9.40639856447831e-09,-1.53440345855854e-08
33,23,-3.44179942290558e-10,-1.05232163488079e-08
33,24,1.11058538738174e-08,-9.15023459046572e-09
33,25,5.08672726791839e-09,-1.06228809008094e-08
33,26,1.03113901771917e-08,4.57265290886986e-09
33,27,-9.87175763596984e-10,1.07089125719045e-09
33,28,1.53001657344037e-09,-7.85278040717852e-10
33,29,-1.64379539900082e-08,5.51581759355415e-09
33,30,-1.61765869951627e-09,-1.84283628329576e-08
33,31,4.25308952744897e-09,8.58033026167378e-10
33,32,6.25203510881363e-09,-4.70057288911144e-09
33,33,-1.68217864478504e-09,8.35454771208186e-09
34,0,-8.935255990748e-09,0.0
34,1,-4.2043480690033e-10,6.53109368847135e-09
34,2,6.9429895835475e-09,7.54229334177328e-09
34,3,1.33966588413313e-08,8.55525785530418e-09
34,4,-8.08469433683311e-09,3.30720558653856e-10
34,5,-4.34413457135252e-09,2.63714258811341e-09
34,6,-7.33561930349507e-10,6.67383859433354e-09
34,7,2.12574450270109e-09,-6.91170100667506e-09
34,8,-7.51582505111305e-09,6.16441012359786e-09
34,9,2.16556842930262e-11,-2.17934665847062e-10
34,10,-9.52841661608082e-09,1.81140544662579e-09
34,11,-1.56276905517747e-09,-8.39069229377883e-10
34,12,1.48625038713869e-08,-4.15795658381769e-09
34,13,-3.38483696996771e-09,1.6093460633079e-09
34,14,-2.6095720557748e-09,9.7370468951933e-09
34,15,4.71236753384407e-10,6.00650681132056e-09
34,16,-1.9952680068892e-09,-2.15241139427723e-09
34,17,-4.00700356868102e-09,2.71465439785132e-09
34,18,-1.37002206775221e-08,-5.46446361435922e-09
34,19,-3.3926248265643e-09,6.54297746111587e-09
34,20,3.81815215955066e-09,-9.8188987379317e-09
34,21,-1.9486268104635e-09,-6.84815194221628e-09
34,22,-3.17173645454108e-09,3.66799926029005e-09
34,23,-1.00204799843026e-09,-1.23087302766255e-08
34,24,8.03759075427704e-09,3.61627477655441e-09
34,25,8.47605228642158e-09,-1.01726853893655e-08
34,26,3.61331816592581e-09,-1.31041631726005e-08
34,27,1.27037312380731e-08,-3.97240680960638e-09
34,28,-6.53743152596507e-10,-1.99614315137259e-08
34,29,6.66582367750513e-09,-4.2524872564844e-09
34,30,-2.07385670558337e-08,-9.21931852544154e-10
34,31,-4.77599245253997e-09,-1.97600328317044e-09
34,32,8.93414678990064e-09,1.81655017756208e-09
34,33,1.40160153720771e-08,4.29738673963971e-09
34,34,-8.76234378830714e-09,1.62983047298409e-09
35,0,7.76653296764055e-09,0.0
35,1,-1.25448951065322e-08,-1.00817535778466e-08
35,2,-1.50735798722577e-08,7.11667482924202e-09
35,3,1.55021854862461e-09,2.28933390495291e-09
35,4,-2.55081153794956e-09,1.07168589463147e-08
35,5,-7.96909187012263e-09,-1.11200833719665e-08
35,6,6.20949308311649e-09,9.37957325059208e-09
35,7,-3.20551622301372e-09,2.3403610716041e-09
35,8,1.50295713395012e-09,9.65771416185725e-09
35,9,-1.40413084913702e-09,-2.22621428098481e-10
35,10,-2.2879315552614e-09,1.08018043039667e-08
35,11,2.19362203170093e-09,-3.38307862056603e-09
35,12,8.94139650554474e-09,-7.20109427131712e-09
35,13,-1.95227824664474e-09,4.06770753574101e-09
35,14,-6.43836077855103e-09,-6.58628713021294e-09
35,15,-1.42077281098646e-08,8.68503708651766e-09
35,16,-5.95286321813507e-09,-7.40406709599303e-09
35,17,1.12573296084553e-09,-9.6750295323448e-09
35,18,-5.22022177194879e-09,-1.09793676971516e-08
35,19,-1.28174516344425e-09,-3.48790873061641e-09
35,20,1.13134048838778e-09,-4.5706084897136e-10
35,21,1.26539916058265e-08,-4.86591869116563e-10
35,22,6.5085649058659e-09,5.94572370705737e-09
35,23,-8.49541913581113e-09,-2.43182840318695e-09
35,24,2.79207005129787e-09,5.31073045342121e-09
35,25,7.28206462768843e-09,1.74435308238225e-09
35,26,-4.41975260704575e-09,4.43330382220519e-09
35,27,1.10716792098915e-08,-1.34035803587204e-08
35,28,7.44032167132226e-09,-1.51475320382188e-08
35,29,7.48411339478193e-09,3.1614633332671e-09
35,30,-4.42908861043607e-09,2.88246056484833e-09
35,31,7.85877904286946e-09,3.61312618448894e-09
35,32,-3.45907330487681e-09,-8.30367088998151e-09
35,33,5.63390006932627e-09,-3.18615686049403e-09
35,34,-7.85255154617521e-10,2.79963521086764e-09
35,35,-5.97776192713119e-09,-5.04497057996124e-09
36,0,-3.65481149552786e-09,0.0
36,1,4.79577818938942e-11,6.41269491120008e-09
36,2,-3.74899859019606e-09,-2.8755928405807e-09
36,3,-2.1217695017662e-09,-1.80368187868687e-08
36,4,4.93100618359858e-09,5.13876639231176e-10
36,5,-8.61776389280432e-09,-2.47984121746732e-10
36,6,1.07330994838425e-08,-3.08383540690757e-09
36,7,4.19545373520714e-09,6.76857823114409e-09
36,8,6.23226465807621e-09,-4.55412005222456e-09
36,9,1.61283212090273e-09,-1.03226456851811e-09
36,10,2.13461187241347e-09,6.39986673682381e-09
36,11,-3.85384852472e-09,4.02013324054526e-09
36,12,2.16401547312407e-10,-1.0571019089816e-08
36,13,-7.7953763681742e-09,6.97447619896014e-09
36,14,-1.17098498474814e-08,-5.28070763427563e-09
36,15,1.8958908621507e-09,4.02246194723689e-09
36,16,2.0405130017872e-09,4.3957485688326e-10
36,17,5.42996891432844e-09,-8.78398133277499e-09
36,18,2.03625905374995e-09,4.71373311602998e-09
36,19,-5.88810508082516e-09,-6.37270784867929e-09
36,20,-6.10952984989384e-09,2.39317216918881e-09
36,21,1.10837522222959e-08,-6.20674136812138e-09
36,22,3.17391276274946e-09,1.16099550770987e-09
36,23,8.36129937706898e-11,2.74382536853023e-09
36,24,1.45253142602538e-09,-4.6546132122798e-09
36,25,4.84867829641425e-09,1.61778803392775e-08
36,26,4.06090000185605e-09,9.86652646431167e-09
36,27,-7.62529552533984e-09,9.02507386633062e-09
36,28,2.09319752013871e-09,-4.13444261346866e-09
36,29,1.47124351736834e-09,-1.37986094299544e-10
36,30,-1.02306411065544e-08,6.56682964038447e-09
36,31,-8.71462742163798e-09,-5.33548303557792e-09
36,32,1.30281042412349e-08,2.15786615476597e-09
36,33,3.36845569973167e-09,-3.87600916903287e-09
36,34,-8.96339127989513e-09,4.13103125591521e-09
36,35,1.85192288697959e-10,-1.2610098630824e-08
36,36,4.96992994214637e-09,-5.80843547946271e-09
37,0,-5.7083433259412e-09,0.0
37,1,-6.95825760555058e-09,-1.2905950373146e-09
37,2,-2.16668450120219e-09,-1.16290036188133e-08
37,3,-5.81447277239575e-09,-7.90295688054555e-11
37,4,5.18609009005718e-09,2.18318710529144e-09
37,5,-9.30108499842969e-09,1.81943419840589e-10
37,6,-1.43023842595722e-09,8.67245947356303e-09
37,7,7.10372146061779e-09,8.56693959634327e-09
37,8,-3.32795125172486e-09,-3.68620790889441e-09
37,9,3.91195350066355e-09,-1.75783325984558e-10
37,10,4.69558354431425e-09,2.11115511461944e-09
37,11,-1.54144016681149e-09,4.10516880128748e-09
37,12,-1.59550874759699e-09,-5.02671007991447e-09
37,13,-1.0963031506792e-09,-7.06980928776628e-09
37,14,-4.09974834497153e-09,-1.89003696235206e-10
37,15,9.46693968483101e-09,-8.59587895396488e-10
37,16,3.18277859425646e-09,1.40838089855381e-08
37,17,5.78831205496889e-09,-3.3405683182261e-09
37,18,2.19306506686017e-09,3.318000386374e-09
37,19,-6.52468077432709e-09,1.64986506496188e-10
37,20,-7.13083763770418e-09,-1.44607646205289e-09
37,21,1.2166042332902e-09,-1.29706791387245e-09
37,22,6.65084014751273e-09,5.4878377977099e-10
37,23,-1.2071006050686e-09,3.86147409785722e-09
37,24,-8.76529856958181e-09,-9.41674397564932e-09
37,25,6.67875234776962e-09,-2.72866812608162e-09
37,26,5.15298245994812e-09,1.09527694041257e-08
37,27,-5.70557605136184e-09,4.87327170215894e-09
37,28,1.24064910013474e-08,4.04700060980543e-09
37,29,4.61288888882556e-09,6.1633158365019e-09
37,30,-8.56207936451981e-09,1.21735234410918e-08
37,31,3.35198490861924e-09,-9.21558600628686e-09
37,32,-9.91407630646957e-11,4.28065449827757e-09
37,33,2.51746734538669e-09,-1.62255746194693e-08
37,34,2.32420420127358e-09,5.0818999062254e-10
37,35,-1.02202455602954e-08,-8.79512681235258e-09
37,36,-4.04249980636613e-09,-4.38931553558921e-09
37,37,5.57181338392989e-09,-4.08500036725551e-09
38,0,-2.42861644399249e-09,0.0
38,1,5.09162550576671e-09,3.14368852745315e-09
38,2,7.50300621456198e-09,-1.18962972684862e-09
38,3,-1.32929969033927e-09,-4.71340433329859e-10
38,4,6.2462483800258e-09,-4.59133437376922e-09
38,5,-9.73555910653463e-09,9.26518934055798e-09
38,6,-1.26238210023395e-08,2.88340250980416e-09
38,7,2.07028962147295e-09,-1.0829402302252e-09
38,8,3.9039058703647e-09,6.16195674207316e-09
38,9,3.72885710074868e-09,-3.05486476005169e-09
38,10,-2.78595066255464e-09,-5.56951177249762e-09
38,11,1.75421963452854e-09,7.4199771120791e-09
38,12,-3.80672390570698e-09,-7.51949133129186e-09
38,13,2.47036445509648e-09,-1.14588417603284e-08
38,14,-7.77825429403489e-09,3.96546324167642e-09
38,15,2.66923383334784e-09,-2.62882973811619e-09
38,16,-6.0501783478525e-09,1.00175513108739e-08
38,17,2.78078780981395e-09,4.3218959945302e-09
38,18,9.08242603075006e-09,-1.62335966183321e-09
38,19,1.16430868343517e-09,-4.33695948553365e-12
38,20,4.63050739092781e-09,-2.75258577425926e-09
38,21,-1.03017097422729e-09,3.45818008055168e-09
38,22,1.18241088459449e-09,7.60931356485832e-09
38,23,-1.53933063739168e-09,5.86970234742454e-09
38,24,-1.34424450469501e-08,1.64614716580275e-09
38,25,-3.68982376859186e-09,-3.10654606073975e-09
38,26,-2.06854246944842e-09,5.39915402784741e-09
38,27,-2.33587342126209e-09,9.00227371184083e-09
38,28,-5.41821779811605e-09,-4.76371762897705e-09
38,29,6.1494150538535e-09,2.75767226223559e-09
38,30,-9.13395537120711e-11,2.01467835480043e-09
38,31,4.02268758356975e-09,-8.77778012290786e-09
38,32,7.93308881253332e-09,1.45890669183592e-09
38,33,3.13335887703346e-09,1.41683218673519e-08
38,34,-9.43758601978308e-09,3.52246175077952e-09
38,35,5.07029422369141e-09,2.30182573120807e-09
38,36,8.78460927104132e-10,-1.23577136279251e-09
38,37,-3.82503155362721e-09,2.27919249191987e-09
38,38,2.81051187285022e-09,-2.82708867083788e-09
39,0,1.29462903394099e-09,0.0
39,1,-4.43046998253574e-09,8.31133626891754e-09
39,2,3.06497573776417e-09,7.07449932751673e-09
39,3,-4.89896250320016e-09,6.06304282183222e-09
39,4,-4.34054307797208e-09,-4.70232630681255e-09
39,5,4.6353501533211e-09,2.42532630878184e-09
39,6,-2.69415246451803e-09,2.45622189685475e-09
39,7,2.3689555628515e-09,-1.1000199471816e-09
39,8,2.77686231941358e-10,1.2606923525163e-08
39,9,7.28266758851572e-09,5.27204761775381e-09
39,10,2.6485568198654e-09,6.75612106764161e-10
39,11,1.25375864381198e-08,-2.25695320440295e-09
39,12,-3.40385358152837e-09,7.89473245139579e-09
39,13,-5.01244351243776e-10,-6.41754778237388e-09
39,14,-2.90558680619264e-09,2.41282410643484e-09
39,15,-5.68378262353214e-09,-7.94384182231761e-10
39,16,9.16693829727791e-10,-2.59681455611724e-09
39,17,-1.41910180858919e-09,-1.66215597641605e-09
39,18,1.82287742613675e-09,5.10279096120303e-10
39,19,5.05061374292738e-09,6.45610970931735e-09
39,20,2.5156873584381e-10,-9.00834376871565e-09
39,21,-4.51938079899746e-09,1.10487964050463e-09
39,22,-6.36850226059802e-09,-9.99920622557633e-10
39,23,-2.81558534853522e-09,5.76583756916335e-09
39,24,-9.77412377527387e-09,7.99741099583165e-09
39,25,-5.66412955017074e-09,-5.52976152646732e-09
39,26,-3.70784268402584e-09,7.81326083807347e-09
39,27,-7.92482209024557e-09,-2.55888236000148e-09
39,28,-3.43193915222619e-09,-1.05412960181245e-08
39,29,-5.85493696982045e-10,-3.10248413004887e-09
39,30,4.32012277193818e-09,-1.05512375078563e-08
39,31,1.31448974266346e-09,-1.12139946954862e-08
39,32,3.2345329431376e-09,4.37235463371038e-09
39,33,-5.83791128527491e-09,3.19196940021865e-09
39,34,-1.45705754471776e-09,3.30747012597886e-09
39,35,-1.38826346529988e-08,2.52130477842259e-09
39,36,4.52258107849637e-09,-3.49602717653523e-09
39,37,8.73070175633299e-10,-5.07028924139474e-09
39,38,-9.4687501098006e-10,7.54854805429096e-09
39,39,-1.19827173080375e-10,1.96087364294613e-09
40,0,-6.22016382690433e-09,0.0
40,1,3.80752043920671e-09,-1.1501223601252e-09
40,2,-1.12192425625851e-09,4.46471547854548e-10
40,3,-1.17503373041992e-09,-2.47878959019564e-09
40,4,6.66053018677097e-09,-7.62839086434381e-09
40,5,1.2311156432908e-08,1.13592183244726e-09
40,6,-1.47332797101688e-09,3.09001275648206e-09
40,7,-2.14791363867753e-10,1.58061396025323e-09
40,8,6.11194594762978e-09,4.64463993000121e-09
40,9,-3.08893282324854e-09,9.33088887113225e-10
40,10,-5.19593190028598e-09,3.37891294824552e-09
40,11,4.47058210864454e-09,-3.5610987570971e-09
40,12,7.09412091724336e-09,1.36017126192503e-09
40,13,-3.07703919217859e-09,-5.81368377669455e-09
40,14,-1.24342098364695e-09,1.12615499374208e-09
40,15,-5.06735088973804e-09,-1.77683375425467e-09
40,16,-1.44997971114142e-09,-3.85045597760908e-09
40,17,5.44804541886708e-10,1.34345188116176e-10
40,18,-9.80153845528547e-10,9.67210679820943e-10
40,19,-2.02020968365261e-09,-3.38193068946679e-10
40,20,-7.79505592724439e-09,7.62965865520151e-09
40,21,-3.48145610518707e-09,-5.49601824995059e-10
40,22,-1.35778763273285e-08,-1.57608789312928e-08
40,23,-2.72067770547854e-11,-1.29238355047271e-08
40,24,4.24178517553532e-09,3.11476677110712e-09
40,25,7.49289312582021e-10,-3.51940071506323e-09
40,26,7.20556760590841e-09,-4.62792669089261e-09
40,27,-1.36867250037242e-09,2.21578556342867e-09
40,28,2.25900824652673e-09,6.90584637868145e-09
40,29,2.16297949728867e-09,2.63652578313992e-09
40,30,-9.00625921619086e-11,9.45359335806561e-10
40,31,-6.2035185661947e-09,-1.10152781823016e-09
40,32,-1.91292646468939e-09,-5.79861502767193e-09
40,33,-1.43395012759943e-09,-1.32439282964031e-09
40,34,8.42437853677092e-10,1.51508146182037e-09
40,35,7.25564616454613e-09,-8.39185322215791e-09
40,36,3.65328204779601e-09,6.42005082071679e-09
40,37,-5.44389025097066e-09,1.30074873014336e-09
40,38,3.76901049763183e-10,4.10285701764543e-09
40,39,6.46467866450658e-09,3.96599121299246e-09
40,40,-1.78069319722369e-09,6.01688370271514e-10
41,0,-3.24045531940121e-09,0.0
41,1,-7.14389627713801e-09,-3.29362707237955e-09
41,2,3.61396468299455e-09,3.3500449786417e-09
41,3,3.93976978594286e-09,3.14595484298994e-09
41,4,-1.64739041632043e-09,3.73031323662575e-09
41,5,4.6027403237484e-09,-3.02319751991475e-09
41,6,2.51599239476125e-09,1.50586521356524e-09
41,7,-7.10184928975637e-10,2.65333922297893e-09
41,8,-1.60698261099346e-09,-4.54491029760721e-09
41,9,-1.67834697134582e-09,4.81435645832424e-09
41,10,5.72774892244617e-09,1.48331572637785e-09
41,11,2.57672289448978e-09,-5.75472212137132e-09
41,12,4.7202003281296e-09,8.60030197648866e-11
41,13,-1.51771566223608e-09,6.41097429732194e-09
41,14,4.15432307189245e-09,-3.73938630122462e-10
41,15,-9.7547791925203e-10,1.54943866782928e-09
41,16,-3.48549925676147e-10,-4.50719064045965e-09
41,17,-1.94144833494318e-09,2.219349567938e-09
41,18,-2.68096296769243e-09,4.27061152259877e-09
41,19,-2.04763002220933e-09,-1.32375036861322e-09
41,20,-1.87933978364265e-09,-6.62482942784648e-10
41,21,-2.2051474677778e-09,-3.02096586071539e-09
41,22,-1.01466246265104e-08,-2.3816301193167e-09
41,23,4.86975747225316e-10,-1.39808869319184e-08
41,24,6.43690829114816e-09,-2.11357337982754e-09
41,25,1.48978996240313e-10,2.83817628956212e-09
41,26,6.13904036350077e-09,-8.22994087289868e-09
41,27,1.81549401468493e-09,-7.51873671349948e-10
41,28,-1.68709493504218e-09,-4.8961293723464e-09
41,29,-5.05331931580476e-09,5.80985635541775e-09
41,30,2.13674410335291e-09,-7.98869204324968e-10
41,31,1.0813711160816e-08,5.58598647269904e-10
41,32,-2.23820927838567e-09,4.03824506264387e-09
41,33,-1.96329165096115e-09,1.07530354047498e-08
41,34,-2.74204744680684e-09,4.87065323757796e-09
41,35,-1.3852736054789e-08,4.12615736021889e-09
41,36,2.65877171155842e-09,-2.99429648422574e-09
41,37,6.40336664230573e-10,-1.01847975922061e-08
41,38,-1.05611999281048e-08,-1.53501288570664e-09
41,39,-5.51466014374455e-09,-2.60585080096931e-09
41,40,3.95461280231906e-09,-4.77851904637028e-09
41,41,4.13793512255922e-09,5.7901886641668e-09
42,0,-2.20831433167729e-09,0.0
42,1,-2.27437690972726e-09,-3.78967249970396e-10
42,2,-3.81570908521044e-09,-2.88359523778428e-09
42,3,-3.73592130093884e-11,9.94597602236819e-09
42,4,7.10989163455636e-09,1.42502440910058e-09
42,5,-9.6300932957244e-09,-3.35870372242443e-09
42,6,3.48137015249189e-09,-1.21877121720565e-09
42,7,4.07254976574634e-09,-3.25557271712898e-09
42,8,7.71638140248027e-10,8.18005823906556e-10
42,9,-6.88914024524425e-10,1.623572980467e-09
42,10,3.432603352753e-09,5.45440067279954e-09
42,11,1.19549456549264e-09,1.93165219753582e-09
42,12,3.94570499102048e-09,-1.00898022111819e-08
42,13,7.17163705201834e-10,4.2465388299762e-09
42,14,-7.04657746085081e-09,5.45998109255397e-09
42,15,-1.09080897473019e-09,7.35155140148853e-09
42,16,4.17459936759733e-09,-2.80471830720032e-09
42,17,-1.64580855387259e-09,-3.21208611646708e-09
42,18,-1.21494130998711e-08,1.83951630237382e-09
42,19,-2.82585297231151e-09,-5.73808465989652e-09
42,20,6.65139643051616e-09,8.15723787878019e-10
42,21,4.4996795632147e-10,-4.51455080605337e-09
42,22,9.9897981966665e-10,-3.48585173272475e-09
42,23,-4.31060168935068e-09,-4.65491969851263e-09
42,24,4.66299947955948e-09,1.33400894687304e-09
42,25,-4.08188776293909e-09,4.31655463607605e-09
42,26,-2.51365752668842e-09,-6.36371890097867e-09
42,27,6.75529122564975e-09,-2.33488758470502e-09
42,28,-5.05029865791339e-09,2.17117919001192e-09
42,29,-5.91958269293596e-09,-2.71343228954823e-09
42,30,3.36773081911306e-09,6.97541542887121e-10
42,31,6.09367676471056e-09,4.59315563418895e-09
42,32,7.03340809846436e-09,5.16720970226501e-09
42,33,6.38690461767078e-09,6.34196719431227e-09
42,34,3.00741389178583e-09,1.12822591754705e-08
42,35,-5.51121527663625e-09,2.02219696304641e-10
42,36,4.63003143676046e-09,-5.39272097071093e-09
42,37,-7.01916476529581e-09,3.2662751233621e-09
42,38,2.50510643820784e-09,-1.30504685493258e-08
42,39,4.31052629669559e-09,9.85162782802252e-09
42,40,1.46141544904486e-09,-2.84849044787737e-09
42,41,5.17159921761496e-10,-4.30892331891468e-11
42,42,-6.49481219632639e-09,2.82782367124133e-09
43,0,6.46200543620946e-09,0.0
43,1,-4.89076445113326e-09,4.19330645339032e-09
43,2,-9.4413236050386e-09,-1.34846446921616e-09
43,3,5.1253675703738e-10,-1.44360075224281e-10
